學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1004,中原大學,349989,學士後商業巨量資料管理學士學位學程,D 日,X 4+X,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,380201,財經法律學系,D 日,M 碩士,16,11,14,18,11,13,21,21,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,380201,財經法律學系,D 日,B 學士,42,65,51,61,41,66,40,63,39,55,0,0,0,0,8,5,03 桃園市,1 一般
1004,中原大學,380201,財經法律學系,N 職,M 碩士,9,3,14,6,5,4,4,1,6,5,6,1,0,0,0,0,03 桃園市,1 一般
1004,中原大學,389989,學士後工程法律實務學士學位學程,D 日,X 4+X,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,420302,生物科技學系,D 日,M 碩士,4,5,4,2,4,0,2,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,420302,生物科技學系,D 日,B 學士,48,51,58,46,49,54,59,42,0,0,0,0,0,0,9,3,03 桃園市,1 一般
1004,中原大學,440101,化學系,D 日,D 博士,3,1,6,1,6,1,10,0,4,0,2,1,2,0,0,0,03 桃園市,1 一般
1004,中原大學,440101,化學系,D 日,M 碩士,21,10,20,5,4,1,1,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,440101,化學系－化學組,D 日,B 學士,23,32,30,23,21,29,33,18,0,0,0,0,0,0,5,0,03 桃園市,1 一般
1004,中原大學,440101,化學系－材料化學組,D 日,B 學士,28,24,31,24,36,15,33,21,0,0,0,0,0,0,8,1,03 桃園市,1 一般
1004,中原大學,440101,化學系,N 職,M 碩士,4,4,4,4,4,5,8,0,4,2,3,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,440301,物理學系,D 日,D 博士,3,2,2,0,1,0,3,0,0,0,0,0,1,0,0,0,03 桃園市,1 一般
1004,中原大學,440301,物理學系,D 日,M 碩士,12,4,8,3,2,0,1,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,440301,物理學系－光電與材料科學組,D 日,B 學士,42,10,47,10,34,10,38,8,0,0,0,0,0,0,9,1,03 桃園市,1 一般
1004,中原大學,440301,物理學系－物理組,D 日,B 學士,46,10,49,4,43,4,44,3,0,0,0,0,0,0,9,1,03 桃園市,1 一般
1004,中原大學,460102,應用數學系,D 日,D 博士,2,2,2,0,1,0,1,2,0,0,3,0,2,1,0,0,03 桃園市,1 一般
1004,中原大學,460102,應用數學系,D 日,M 碩士,15,7,4,4,3,1,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,460102,應用數學系,D 日,B 學士,81,26,79,26,82,25,52,39,0,0,0,0,0,0,21,6,03 桃園市,1 一般
1004,中原大學,460102,應用數學系,N 職,M 碩士,10,10,8,6,2,0,1,1,2,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,480109,資訊管理學系,D 日,M 碩士,16,7,11,5,4,2,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,480109,資訊管理學系,D 日,B 學士,57,57,49,55,56,49,56,47,0,0,0,0,0,0,10,8,03 桃園市,1 一般
1004,中原大學,480109,資訊管理學系,N 職,M 碩士,7,3,11,4,2,0,3,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520101,電機工程學系,D 日,D 博士,2,0,3,1,2,0,1,0,0,0,0,0,1,0,0,0,03 桃園市,1 一般
1004,中原大學,520101,電機工程學系,D 日,M 碩士,25,3,29,1,11,0,4,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520101,電機工程學系－國際碩士班,D 日,M 碩士,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520101,電機工程學系,D 日,B 學士,82,14,84,10,76,19,81,14,0,0,0,0,0,0,10,1,03 桃園市,1 一般
1004,中原大學,520101,電機工程學系,N 職,M 碩士,11,2,9,1,8,0,7,0,0,0,4,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520103,電子工程學系,D 日,D 博士,4,0,2,1,5,1,3,2,3,1,5,1,3,1,0,0,03 桃園市,1 一般
1004,中原大學,520103,電子工程學系,D 日,M 碩士,40,7,34,7,6,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520103,電子工程學系,D 日,B 學士,125,22,127,26,117,26,118,26,0,0,0,0,0,0,22,2,03 桃園市,1 一般
1004,中原大學,520103,電子工程學系,N 職,M 碩士,11,0,8,0,1,0,5,0,8,1,2,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520114,資訊工程學系,D 日,M 碩士,19,0,28,5,6,3,7,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520114,資訊工程學系－資訊科技與雲端運算國際碩士班,D 日,M 碩士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520114,資訊工程學系,D 日,B 學士,91,15,87,22,83,12,76,18,0,0,0,0,0,0,39,1,03 桃園市,1 一般
1004,中原大學,520114,資訊工程學系,N 職,M 碩士,4,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520126,通訊工程碩士學位學程,D 日,M 碩士,9,1,9,0,2,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520196,電機資訊學院學士班,D 日,B 學士,35,5,39,3,28,7,25,3,0,0,0,0,0,0,3,0,03 桃園市,1 一般
1004,中原大學,520201,機械工程學系,D 日,D 博士,7,0,6,0,5,0,8,0,7,0,5,2,5,0,0,0,03 桃園市,1 一般
1004,中原大學,520201,機械工程學系,D 日,M 碩士,45,2,39,5,14,1,2,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520201,機械工程學系,D 日,B 學士,154,13,149,14,153,13,132,16,0,0,0,0,0,0,37,0,03 桃園市,1 一般
1004,中原大學,520201,機械工程學系,N 職,M 碩士,14,1,19,0,6,0,11,3,5,0,5,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520288,光機電及資電控產業碩士專班,D 日,M 碩士,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520301,土木工程學系,D 日,D 博士,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,03 桃園市,1 一般
1004,中原大學,520301,土木工程學系,D 日,M 碩士,11,1,14,0,7,1,7,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520301,土木工程學系,D 日,B 學士,139,36,140,30,140,36,124,29,0,0,0,0,0,0,65,4,03 桃園市,1 一般
1004,中原大學,520401,化學工程學系,D 日,D 博士,4,0,1,2,0,1,2,0,0,0,2,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520401,化學工程學系,D 日,M 碩士,32,14,28,13,3,1,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520401,化學工程學系,D 日,B 學士,0,0,0,0,122,56,89,47,0,0,0,0,0,0,29,5,03 桃園市,1 一般
1004,中原大學,520401,化學工程學系－生化工程組,D 日,B 學士,29,25,31,24,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520401,化學工程學系－材料工程組,D 日,B 學士,40,14,38,22,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520401,化學工程學系－綠能製程組,D 日,B 學士,40,14,36,20,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520401,化學工程學系,N 職,M 碩士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520514,奈米科技碩士學位學程,D 日,M 碩士,7,0,5,1,6,0,3,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520611,工業與系統工程學系,D 日,D 博士,5,1,8,3,6,2,6,1,4,1,5,1,3,2,0,0,03 桃園市,1 一般
1004,中原大學,520611,工業與系統工程學系,D 日,M 碩士,36,7,24,8,6,0,2,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520611,工業與系統工程學系－國際碩士班,D 日,M 碩士,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520611,工業與系統工程學系,D 日,B 學士,0,0,0,0,120,40,116,28,0,0,0,0,0,0,31,5,03 桃園市,1 一般
1004,中原大學,520611,工業與系統工程學系－工程組,D 日,B 學士,68,37,88,24,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520611,工業與系統工程學系－管理組,D 日,B 學士,29,19,30,22,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520611,工業與系統工程學系,N 職,M 碩士,13,8,11,4,5,0,6,2,3,0,4,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520901,環境工程學系,D 日,M 碩士,12,7,11,4,2,1,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,520901,環境工程學系,D 日,B 學士,30,23,39,19,36,17,36,18,0,0,0,0,0,0,11,0,03 桃園市,1 一般
1004,中原大學,520901,環境工程學系,N 職,M 碩士,15,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,521108,生物醫學工程學系,D 日,D 博士,3,2,1,0,3,1,3,2,4,2,3,0,3,0,0,0,03 桃園市,1 一般
1004,中原大學,521108,生物醫學工程學系,D 日,M 碩士,16,10,14,9,11,5,9,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,521108,生物醫學工程學系,D 日,B 學士,55,56,66,44,68,38,49,50,0,0,0,0,0,0,15,6,03 桃園市,1 一般
1004,中原大學,521108,生物醫學工程學系,N 職,M 碩士,3,2,3,2,4,0,2,0,0,2,5,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,521118,生物醫學材料與科技國際碩士學位學程,D 日,M 碩士,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,580101,建築學系－文化資產組,D 日,M 碩士,0,3,2,1,1,2,1,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,580101,建築學系－建築組,D 日,M 碩士,6,9,6,9,6,4,5,2,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,580101,建築學系,D 日,B 學士,35,30,28,34,33,31,32,26,29,25,0,0,0,0,9,13,03 桃園市,1 一般
1004,中原大學,580101,建築學系,N 職,M 碩士,5,2,8,1,2,3,3,2,4,0,0,1,0,0,0,0,03 桃園市,1 一般
1004,中原大學,580203,景觀學系,D 日,M 碩士,2,5,3,2,4,0,0,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
1004,中原大學,580203,景觀學系,D 日,B 學士,26,38,26,37,27,28,19,32,0,0,0,0,0,0,8,6,03 桃園市,1 一般
1005,淡江大學,140105,課程與教學研究所,D 日,M 碩士,3,12,5,6,3,3,2,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,140105,課程與教學研究所,N 職,M 碩士,2,11,7,9,5,4,0,2,1,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,140108,教育心理與諮商研究所,D 日,M 碩士,6,17,9,23,7,17,5,14,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,140706,教育政策與領導研究所,D 日,M 碩士,7,3,4,5,4,3,3,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,140706,教育政策與領導研究所,N 職,M 碩士,4,12,7,10,2,4,0,0,1,1,3,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,140714,教育學院教育領導與科技管理博士班,D 日,D 博士,4,5,2,4,2,3,1,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,140801,教育科技學系,D 日,M 碩士,6,11,2,3,3,3,1,4,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,140801,教育科技學系,D 日,B 學士,43,74,37,76,31,86,30,87,0,0,0,0,0,0,3,4,01 新北市,1 一般
1005,淡江大學,140801,教育科技學系,N 職,M 碩士,1,11,1,14,11,3,3,6,3,4,0,4,0,0,0,0,01 新北市,1 一般
1005,淡江大學,140801,教育科技學系數位學習碩士在職專班,N 職,M 碩士,5,13,1,13,3,8,3,3,1,1,3,1,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220201,中國文學學系,D 日,D 博士,4,3,4,2,2,3,4,5,1,3,3,3,3,7,0,0,01 新北市,1 一般
1005,淡江大學,220201,中國文學學系,D 日,M 碩士,7,6,5,9,11,5,9,9,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220201,中國文學學系,D 日,B 學士,43,99,33,111,32,119,37,107,0,0,0,0,0,0,19,34,01 新北市,1 一般
1005,淡江大學,220201,中國文學學系,N 職,M 碩士,1,8,2,8,3,6,3,8,2,6,1,8,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220201,中國文學學系,P 進,B 學士,9,11,15,25,11,15,16,15,0,0,0,0,0,0,13,11,01 新北市,1 一般
1005,淡江大學,220309,英文學系,D 日,D 博士,3,2,6,2,4,5,6,6,4,5,1,2,2,6,0,0,01 新北市,1 一般
1005,淡江大學,220309,英文學系,D 日,M 碩士,3,6,1,7,6,6,7,15,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220309,英文學系,D 日,B 學士,43,130,45,127,52,177,52,164,0,0,0,0,0,0,15,21,01 新北市,1 一般
1005,淡江大學,220309,英文學系,P 進,B 學士,16,23,28,44,15,28,14,36,0,0,0,0,0,0,9,9,01 新北市,1 一般
1005,淡江大學,220314,法國語文學系,D 日,M 碩士,1,7,1,1,0,4,0,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220314,法國語文學系,D 日,B 學士,22,110,15,126,24,109,20,105,0,0,0,0,0,0,4,18,01 新北市,1 一般
1005,淡江大學,220315,德國語文學系,D 日,B 學士,13,53,12,55,14,66,8,49,0,0,0,0,0,0,6,20,01 新北市,1 一般
1005,淡江大學,220318,西班牙語文學系,D 日,M 碩士,3,3,0,2,2,8,0,4,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220318,西班牙語文學系,D 日,B 學士,24,115,37,110,31,106,21,112,0,0,0,0,0,0,10,21,01 新北市,1 一般
1005,淡江大學,220320,日本語文學系,D 日,M 碩士,3,5,7,7,6,3,4,12,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220320,日本語文學系,D 日,B 學士,64,154,63,160,75,157,57,167,0,0,0,0,0,0,17,31,01 新北市,1 一般
1005,淡江大學,220320,日本語文學系,N 職,M 碩士,6,1,4,5,4,7,2,3,0,6,0,1,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220320,日本語文學系,N 修,C 二技,0,0,0,0,7,12,4,10,4,3,0,0,0,0,0,0,01 新北市,2 技職
1005,淡江大學,220320,日本語文學系,P 進,B 學士,16,35,27,65,25,43,18,39,0,0,0,0,0,0,10,11,01 新北市,1 一般
1005,淡江大學,220323,俄國語文學系,D 日,B 學士,13,54,15,47,13,44,16,40,0,0,0,0,0,0,4,13,01 新北市,1 一般
1005,淡江大學,220342,英美語言文化學系－全英語學士班,D 日,B 學士,12,42,14,34,11,31,8,32,0,0,0,0,0,0,2,4,01 新北市,1 一般
1005,淡江大學,220901,歷史學系,D 日,M 碩士,2,1,5,2,3,0,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,220901,歷史學系,D 日,B 學士,76,45,62,56,70,42,68,62,0,0,0,0,0,0,22,10,01 新北市,1 一般
1005,淡江大學,310101,經濟學系,D 日,M 碩士,9,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310101,經濟學系,D 日,B 學士,97,69,94,74,101,91,102,88,0,0,0,0,0,0,25,9,01 新北市,1 一般
1005,淡江大學,310104,產業經濟學系,D 日,D 博士,4,0,1,0,4,0,3,2,2,0,0,0,2,2,0,0,01 新北市,1 一般
1005,淡江大學,310104,產業經濟學系,D 日,M 碩士,10,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310104,產業經濟學系,D 日,B 學士,52,55,54,59,61,70,61,71,0,0,0,0,0,0,20,12,01 新北市,1 一般
1005,淡江大學,310202,全球政治經濟學系－全英語學士班,D 日,B 學士,21,35,19,31,18,22,17,25,0,0,0,0,0,0,5,3,01 新北市,1 一般
1005,淡江大學,310706,歐洲研究所,D 日,D 博士,4,1,6,1,3,1,3,2,2,1,1,3,4,2,0,0,01 新北市,1 一般
1005,淡江大學,310706,歐洲研究所－俄羅斯研究組,D 日,M 碩士,3,4,1,1,4,4,0,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310706,歐洲研究所－歐洲聯盟研究組,D 日,M 碩士,7,11,2,7,3,2,2,4,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310707,中國大陸研究所－文化教育組,D 日,M 碩士,5,2,5,5,3,1,1,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310707,中國大陸研究所－經濟貿易組,D 日,M 碩士,6,7,7,1,1,4,0,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310707,中國大陸研究所,N 職,M 碩士,15,12,16,6,10,10,10,5,0,3,1,2,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310708,拉丁美洲研究所,D 日,M 碩士,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310730,美洲研究所,D 日,D 博士,0,0,0,0,2,2,3,1,1,1,1,1,1,0,0,0,01 新北市,1 一般
1005,淡江大學,310730,美洲研究所－拉丁美洲研究組,D 日,M 碩士,1,0,5,3,7,5,5,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310730,美洲研究所－美國研究組,D 日,M 碩士,0,0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310730,美洲研究所亞太研究數位學習碩士在職專班,N 職,M 碩士,12,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310731,亞洲研究所－日本研究組,D 日,M 碩士,0,0,1,6,1,3,5,5,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310731,亞洲研究所－東南亞研究組,D 日,M 碩士,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310731,亞洲研究所,N 職,M 碩士,3,2,4,3,6,6,3,3,1,3,2,6,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310731,亞洲研究所數位學習碩士在職專班,N 職,M 碩士,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310735,國際研究學院臺灣與亞太研究全英語碩士學位學程,D 日,M 碩士,7,1,5,4,3,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310801,公共行政學系,D 日,M 碩士,6,3,5,3,7,5,5,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310801,公共行政學系,D 日,B 學士,38,73,38,79,54,94,52,86,0,0,0,0,0,0,9,10,01 新北市,1 一般
1005,淡江大學,310801,公共行政學系,N 職,M 碩士,6,5,11,8,5,1,2,5,1,0,1,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310801,公共行政學系,P 進,B 學士,15,21,26,40,30,26,23,26,0,0,0,0,0,0,2,6,01 新北市,1 一般
1005,淡江大學,310902,國際事務與戰略研究所,D 日,D 博士,8,2,10,1,7,3,11,0,2,0,6,3,4,1,0,0,01 新北市,1 一般
1005,淡江大學,310902,國際事務與戰略研究所,D 日,M 碩士,5,9,9,4,5,1,10,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310902,國際事務與戰略研究所,N 職,M 碩士,18,4,15,3,26,1,9,5,6,1,3,1,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310914,外交與國際關係學系全英語學士班,D 日,B 學士,14,52,13,26,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,310915,日本政經研究所,D 日,M 碩士,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,311008,未來學研究所,D 日,M 碩士,6,1,2,4,5,1,3,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,320101,大眾傳播學系,D 日,M 碩士,5,5,9,10,1,14,1,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,320101,大眾傳播學系,D 日,B 學士,17,49,18,50,23,51,16,53,0,0,0,0,0,0,5,5,01 新北市,1 一般
1005,淡江大學,320105,資訊傳播學系,D 日,M 碩士,4,4,2,3,3,4,4,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,320105,資訊傳播學系,D 日,B 學士,38,65,31,73,20,41,25,34,0,0,0,0,0,0,4,2,01 新北市,1 一般
1005,淡江大學,320601,資訊與圖書館學系,D 日,M 碩士,2,7,1,4,2,5,5,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,320601,資訊與圖書館學系,D 日,B 學士,43,75,44,74,40,78,39,90,0,0,0,0,0,0,9,11,01 新北市,1 一般
1005,淡江大學,320605,數位出版與典藏數位學習碩士在職專班,N 職,M 碩士,1,3,0,5,1,3,1,3,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340201,會計學系,D 日,M 碩士,10,17,9,14,1,2,1,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340201,會計學系,D 日,B 學士,50,74,42,105,46,108,51,87,0,0,0,0,0,0,10,4,01 新北市,1 一般
1005,淡江大學,340201,會計學系,N 職,M 碩士,2,7,2,10,0,3,1,0,0,0,1,1,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340201,會計學系,P 進,B 學士,8,2,10,23,12,16,10,17,0,0,0,0,0,0,4,10,01 新北市,1 一般
1005,淡江大學,340301,企業管理學系,D 日,M 碩士,14,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340301,企業管理學系,D 日,B 學士,56,80,56,94,69,100,63,98,0,0,0,0,0,0,12,10,01 新北市,1 一般
1005,淡江大學,340301,企業管理學系,N 職,M 碩士,22,24,23,19,0,1,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340301,企業管理學系,P 進,B 學士,32,26,44,36,51,29,42,44,0,0,0,0,0,0,25,7,01 新北市,1 一般
1005,淡江大學,340303,商管學院經營管理全英語碩士學位學程,D 日,M 碩士,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340306,管理科學學系,D 日,D 博士,6,6,6,1,3,4,2,3,2,5,7,5,9,10,0,0,01 新北市,1 一般
1005,淡江大學,340306,管理科學學系,D 日,M 碩士,9,12,12,5,2,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340306,管理科學學系,D 日,B 學士,53,59,57,53,26,37,29,35,0,0,0,0,0,0,5,3,01 新北市,1 一般
1005,淡江大學,340306,管理科學學系,N 職,M 碩士,8,9,15,12,1,1,0,2,2,1,3,1,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340307,國際企業學系,D 日,M 碩士,12,18,11,18,1,1,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340307,國際企業學系,D 日,B 學士,0,0,0,0,60,126,59,119,0,0,0,0,0,0,9,5,01 新北市,1 一般
1005,淡江大學,340307,國際企業學系－國際商學全英語組,D 日,B 學士,50,67,28,41,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340307,國際企業學系－經貿管理組,D 日,B 學士,29,54,29,66,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340307,國際企業學系,N 職,M 碩士,7,5,7,10,1,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340307,國際企業學系－國際行銷碩士在職專班,N 職,M 碩士,2,10,15,12,0,1,0,0,0,0,1,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340307,國際企業學系,P 進,B 學士,7,14,25,25,27,16,16,25,0,0,0,0,0,0,10,2,01 新北市,1 一般
1005,淡江大學,340501,財務金融學系,D 日,D 博士,6,3,2,1,2,1,2,3,2,1,4,0,2,0,0,0,01 新北市,1 一般
1005,淡江大學,340501,財務金融學系,D 日,M 碩士,15,20,27,15,3,1,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340501,淡江大學暨澳洲昆士蘭理工大學財金全英語雙碩士學位學程,D 日,M 碩士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340501,財務金融學系,D 日,B 學士,79,68,86,66,85,90,78,94,0,0,0,0,0,0,9,4,01 新北市,1 一般
1005,淡江大學,340501,財務金融學系,N 職,M 碩士,11,14,11,14,0,1,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340501,財務金融學系,P 進,B 學士,12,11,35,17,28,22,28,17,0,0,0,0,0,0,7,7,01 新北市,1 一般
1005,淡江大學,340532,商管學院全球財務管理全英語學士學位學程,D 日,B 學士,29,35,14,32,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340604,保險學系,D 日,M 碩士,8,5,6,7,0,0,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,340604,保險學系,D 日,B 學士,42,56,52,57,47,70,50,79,0,0,0,0,0,0,28,14,01 新北市,1 一般
1005,淡江大學,340604,保險學系,N 職,M 碩士,9,20,10,15,2,1,5,3,5,3,3,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,440101,化學學系,D 日,D 博士,2,0,1,0,1,0,0,0,0,1,0,1,2,1,0,0,01 新北市,1 一般
1005,淡江大學,440101,化學學系－化學生物組,D 日,M 碩士,4,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,440101,化學學系－化學組,D 日,M 碩士,8,4,13,3,2,0,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,440101,化學學系－化學與生物化學組,D 日,B 學士,26,27,24,27,24,27,26,22,0,0,0,0,0,0,9,5,01 新北市,1 一般
1005,淡江大學,440101,化學學系－材料化學組,D 日,B 學士,29,21,32,18,43,20,38,22,0,0,0,0,0,0,13,2,01 新北市,1 一般
1005,淡江大學,440301,物理學系,D 日,D 博士,1,1,1,0,1,0,1,0,2,0,1,0,1,0,0,0,01 新北市,1 一般
1005,淡江大學,440301,物理學系,D 日,M 碩士,3,2,9,1,3,0,3,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
1005,淡江大學,440301,物理學系－應用物理組,D 日,B 學士,40,6,34,12,26,8,34,5,0,0,0,0,0,0,11,1,01 新北市,1 一般
1005,淡江大學,440301,物理學系－光電物理組,D 日,B 學士,45,5,36,9,39,1,38,7,0,0,0,0,0,0,18,1,01 新北市,1 一般
